summary,cleaned_summaries
"If elected, Harris would be the first woman to serve as vice president, as well as the first Black woman to be second in command and the highest-elected Asian American in history.",elected harris would first woman serve vice president well first black woman second command highestelected asian american history
"Kamala Harris' campaign team is reportedly vetting retired Admiral William McRaven, who oversaw the May 2011 Navy SEAL raid that killed Osama bin Laden, as a potential 2024 running mate for Vice President Kamala Harris. Other potential candidates include Arizona Senator Mark Kelly, Pennsylvania Governor Josh Shapiro, and Kentucky Governor Andy Beshear. McRaven was commander of the U.S. Joint Special Operations Command between 2008 and 2011, and served as head of the United States Special Ops Command from August 2011 to 2014. He also served as Chancellor of the University of Texas System for over three years. As of Thursday morning, bookmaker William Hill had Senator Kelly as the firm favorite to be the Democrat's 2024 vice-presidential candidate with odds of 42.1 percent and 28.6 percent.",kamala harris campaign team reportedly vetting retired admiral william mcraven oversaw may 2011 navy seal raid killed osama bin laden potential 2024 running mate vice president kamala harris potential candidate include arizona senator mark kelly pennsylvania governor josh shapiro kentucky governor andy beshear mcraven commander u joint special operation command 2008 2011 served head united state special ops command august 2011 2014 also served chancellor university texas system three year thursday morning bookmaker william hill senator kelly firm favorite democrat 2024 vicepresidential candidate odds 421 percent 286 percent
"

Presumptive Democratic presidential nominee Joe Biden has chosen California Sen. Kamala Harris as his running mate, ending months of speculation and potentially placing a foreign-policy novice second in line to the American presidency. 

Presumptive Democratic presidential nominee Joe Biden has chosen California Sen. Kamala Harris as his running mate, ending months of speculation and potentially placing a foreign-policy novice second in line to the American presidency. The ad, which accused her of “attacking Joe Biden for racist policies,” also noted that Biden referred to himself as a “transition candidate.”

“He is handing over the reins to Kamala while they jointly embrace the radical left,” the ad stated. 

While Harris doesn’t have the experience of Biden on foreign policy, she is “no foreign-policy lightweight,” said Rebecca Bill Chavez, a former Pentagon official who advised Harris on foreign policy during her primary campaign.",presumptive democratic presidential nominee joe biden chosen california sen kamala harris running mate ending month speculation potentially placing foreignpolicy novice second line american presidency presumptive democratic presidential nominee joe biden chosen california sen kamala harris running mate ending month speculation potentially placing foreignpolicy novice second line american presidency ad accused “attacking joe biden racist policies” also noted biden referred “transition candidate” “he handing rein kamala jointly embrace radical left” ad stated harris doesn’t experience biden foreign policy “no foreignpolicy lightweight” said rebecca bill chavez former pentagon official advised harris foreign policy primary campaign
"Vice President Kamala Harris' list of potential running mates has narrowed to include one U.S. senator and several prominent Democratic governors. The Wall Street Journal reported that potential vice presidential candidates had been asked to provide vetting materials to the Harris campaign. This comes after President Joe Biden ended the presidential race and endorsed Harris. The Harris campaign has reportedly sought vetting materials from Senator Mark Kelly of Arizona, Governor Roy Cooper of North Carolina, Governor Josh Shapiro of Pennsylvania, Governor Gretchen Whitmer of Michigan, Governor J.B. Pritzker of Illinois, and Governor Tim Walz of Minnesota. However, Governor Andy Beshear of Kentucky has reportedly not been asked for vetting materials.",vice president kamala harris list potential running mate narrowed include one u senator several prominent democratic governor wall street journal reported potential vice presidential candidate asked provide vetting material harris campaign come president joe biden ended presidential race endorsed harris harris campaign reportedly sought vetting material senator mark kelly arizona governor roy cooper north carolina governor josh shapiro pennsylvania governor gretchen whitmer michigan governor jb pritzker illinois governor tim walz minnesota however governor andy beshear kentucky reportedly asked vetting material
"Kamala Harris is currently vetting three potential candidates for the upcoming presidential election, including Mark Kelly, Josh SHAPIRO, and Tim Walz, the governor of Minnesota. These are seen as key decisions for Harris, as she knows her role as vice president is if something happens to the president. The campaign rollout of Kamala Harris has seen a surge in support for her, with her poll numbers up and her ability to play better in swing states than her predecessor, Joe Biden. She also brings a different coalition than Biden, with younger voters and voters of color who may have previously shunned from the Biden campaign. Despite this, there are concerns that this could change the course of action for Harris.",kamala harris currently vetting three potential candidate upcoming presidential election including mark kelly josh shapiro tim walz governor minnesota seen key decision harris know role vice president something happens president campaign rollout kamala harris seen surge support poll number ability play better swing state predecessor joe biden also brings different coalition biden younger voter voter color may previously shunned biden campaign despite concern could change course action harris
"The Democratic candidate for the U.S. November presidential election, , has named a senator, Kamala Harris, as his running mate.

Ms Harris, 53, represents California in the Senate and is the first Black woman on a major party’s presidential ticket in the history of the U.S. 

She is a former prosecutor and state attorney general in California and is well-known for her aggressive questioning style in the Senate.

Mr Biden made the announcement in a tweet, on Tuesday, describing Ms Harris as a ‘fearless fighter.’

“I have the great honor to announce that I’ve picked — a fearless fighter for the little guy, and one of the country’s finest public servants — as my running mate.

“Back when Kamala was Attorney General, she worked closely with Beau. I watched as they took on the big banks, lifted up working people, and protected women and kids from abuse.

“I was proud then, and I’m proud now to have her as my partner in this campaign,” Mr Biden wrote. 

The Biden/Harris ticket will challenge President Donald Trump and Vice President Mike Pence in the November election.",democratic candidate u november presidential election named senator kamala harris running mate m harris 53 represents california senate first black woman major party’s presidential ticket history u former prosecutor state attorney general california wellknown aggressive questioning style senate mr biden made announcement tweet tuesday describing m harris ‘fearless fighter’ “i great honor announce i’ve picked — fearless fighter little guy one country’s finest public servant — running mate “back kamala attorney general worked closely beau watched took big bank lifted working people protected woman kid abuse “i proud i’m proud partner campaign” mr biden wrote bidenharris ticket challenge president donald trump vice president mike penny november election
"Her career has already broken many barriers. 

Now the California senator Kamala Harris has broken one more, after Joe Biden picked her as his running mate in November’s presidential race. 

Once rivals in the Democratic primaries, the pair are due to make their first joint appearance tonight in Mr Biden’s home state of Delaware.",career already broken many barrier california senator kamala harris broken one joe biden picked running mate november’s presidential race rival democratic primary pair due make first joint appearance tonight mr biden’s home state delaware
"

""I have the great honor to announce that I've picked Kamala Harris — a fearless fighter for the little guy, and one of the country's finest public servants — as my running mate,"" Biden said on Twitter. 

Biden's search was expansive, including Massachusetts Sen. Elizabeth Warren, a leading progressive; Florida Rep. Val Demings, whose impeachment prosecution of Trump won plaudits; California Rep. Karen Bass, who leads the Congressional Black Caucus; former Obama national security adviser Susan Rice; and Atlanta Mayor Keisha Lance Bottoms, whose passionate response to unrest in her city garnered national attention. 

A woman has never served as president or vice president in the United States. ""Kamala Harris' extreme positions, from raising taxes to abolishing private health insurance to comparing law enforcement officials to the KKK, show that the left-wing mob is controlling Biden's candidacy, just like they would control him as president.",great honor announce ive picked kamala harris — fearless fighter little guy one country finest public servant — running mate biden said twitter bidens search expansive including massachusetts sen elizabeth warren leading progressive florida rep val demings whose impeachment prosecution trump plaudit california rep karen bass lead congressional black caucus former obama national security adviser susan rice atlanta mayor keisha lance bottom whose passionate response unrest city garnered national attention woman never served president vice president united state kamala harris extreme position raising tax abolishing private health insurance comparing law enforcement official kkk show leftwing mob controlling bidens candidacy like would control president
"The Democratic ticket in November will be Joe Biden and Sen. Kamala Harris. 

Harris joins Biden in the 2020 race at a moment of unprecedented national crisis. In one memorable moment last year, Harris tripped up Attorney General William Barr when she repeatedly pressed him on whether Trump or other White House officials pressured him to investigate certain people. The comments attributed to Dodd and first reported by Politico drew condemnation, especially from influential Democratic women who said Harris was being held to a standard that wouldn’t apply to a man running for president.

Some Biden confidants said Harris’ campaign attack did irritate the former vice president, who had a friendly relationship with her.",democratic ticket november joe biden sen kamala harris harris join biden 2020 race moment unprecedented national crisis one memorable moment last year harris tripped attorney general william barr repeatedly pressed whether trump white house official pressured investigate certain people comment attributed dodd first reported politico drew condemnation especially influential democratic woman said harris held standard wouldn’t apply man running president biden confidant said harris’ campaign attack irritate former vice president friendly relationship
"(Bloomberg) — Presumptive Democratic Party presidential nominee Joe Biden chose Senator Kamala Harris as his running mate Tuesday, betting that her ties to the African-American community and self-branding as a “progressive prosecutor” will help propel him to the White House. 

Since 2016, Harris has used her position as U.S. senator from California to push for a rise in the minimum wage, bail reform, and greater legal protections for immigrants and refugees. a resolution opposing Trump’s use of the term “Wuhan virus” to describe the pathogen that causes Covid-19, and condemning “all manifestations or expressions of racism, xenophobia, discrimination, anti-Asian sentiment, scapegoating, and ethnic or religious intolerance” in the United States. 

Biden committed to choosing a woman even before he’d won the nomination, making a surprise announcement during the final debate of the primary in mid-March.",bloomberg — presumptive democratic party presidential nominee joe biden chose senator kamala harris running mate tuesday betting tie africanamerican community selfbranding “progressive prosecutor” help propel white house since 2016 harris used position u senator california push rise minimum wage bail reform greater legal protection immigrant refugee resolution opposing trump’s use term “wuhan virus” describe pathogen cause covid19 condemning “all manifestation expression racism xenophobia discrimination antiasian sentiment scapegoating ethnic religious intolerance” united state biden committed choosing woman even he’d nomination making surprise announcement final debate primary midmarch
"If elected, Harris would be the first woman to serve as vice president, as well as the first Black woman to be second in command and the highest-elected Asian American in history.",elected harris would first woman serve vice president well first black woman second command highestelected asian american history
"Kamala Harris' campaign team is reportedly vetting retired Admiral William McRaven, who oversaw the May 2011 Navy SEAL raid that killed Osama bin Laden, as a potential 2024 running mate for Vice President Kamala Harris. Other potential candidates include Arizona Senator Mark Kelly, Pennsylvania Governor Josh Shapiro, and Kentucky Governor Andy Beshear. McRaven was commander of the U.S. Joint Special Operations Command between 2008 and 2011, and served as head of the United States Special Ops Command from August 2011 to 2014. He also served as Chancellor of the University of Texas System for over three years. As of Thursday morning, bookmaker William Hill had Senator Kelly as the firm favorite to be the Democrat's 2024 vice-presidential candidate with odds of 42.1 percent and 28.6 percent.",kamala harris campaign team reportedly vetting retired admiral william mcraven oversaw may 2011 navy seal raid killed osama bin laden potential 2024 running mate vice president kamala harris potential candidate include arizona senator mark kelly pennsylvania governor josh shapiro kentucky governor andy beshear mcraven commander u joint special operation command 2008 2011 served head united state special ops command august 2011 2014 also served chancellor university texas system three year thursday morning bookmaker william hill senator kelly firm favorite democrat 2024 vicepresidential candidate odds 421 percent 286 percent
"

Presumptive Democratic presidential nominee Joe Biden has chosen California Sen. Kamala Harris as his running mate, ending months of speculation and potentially placing a foreign-policy novice second in line to the American presidency. 

Presumptive Democratic presidential nominee Joe Biden has chosen California Sen. Kamala Harris as his running mate, ending months of speculation and potentially placing a foreign-policy novice second in line to the American presidency. The ad, which accused her of “attacking Joe Biden for racist policies,” also noted that Biden referred to himself as a “transition candidate.”

“He is handing over the reins to Kamala while they jointly embrace the radical left,” the ad stated. 

While Harris doesn’t have the experience of Biden on foreign policy, she is “no foreign-policy lightweight,” said Rebecca Bill Chavez, a former Pentagon official who advised Harris on foreign policy during her primary campaign.",presumptive democratic presidential nominee joe biden chosen california sen kamala harris running mate ending month speculation potentially placing foreignpolicy novice second line american presidency presumptive democratic presidential nominee joe biden chosen california sen kamala harris running mate ending month speculation potentially placing foreignpolicy novice second line american presidency ad accused “attacking joe biden racist policies” also noted biden referred “transition candidate” “he handing rein kamala jointly embrace radical left” ad stated harris doesn’t experience biden foreign policy “no foreignpolicy lightweight” said rebecca bill chavez former pentagon official advised harris foreign policy primary campaign
"Vice President Kamala Harris' list of potential running mates has narrowed to include one U.S. senator and several prominent Democratic governors. The Wall Street Journal reported that potential vice presidential candidates had been asked to provide vetting materials to the Harris campaign. This comes after President Joe Biden ended the presidential race and endorsed Harris. The Harris campaign has reportedly sought vetting materials from Senator Mark Kelly of Arizona, Governor Roy Cooper of North Carolina, Governor Josh Shapiro of Pennsylvania, Governor Gretchen Whitmer of Michigan, Governor J.B. Pritzker of Illinois, and Governor Tim Walz of Minnesota. However, Governor Andy Beshear of Kentucky has reportedly not been asked for vetting materials.",vice president kamala harris list potential running mate narrowed include one u senator several prominent democratic governor wall street journal reported potential vice presidential candidate asked provide vetting material harris campaign come president joe biden ended presidential race endorsed harris harris campaign reportedly sought vetting material senator mark kelly arizona governor roy cooper north carolina governor josh shapiro pennsylvania governor gretchen whitmer michigan governor jb pritzker illinois governor tim walz minnesota however governor andy beshear kentucky reportedly asked vetting material
"Kamala Harris is currently vetting three potential candidates for the upcoming presidential election, including Mark Kelly, Josh SHAPIRO, and Tim Walz, the governor of Minnesota. These are seen as key decisions for Harris, as she knows her role as vice president is if something happens to the president. The campaign rollout of Kamala Harris has seen a surge in support for her, with her poll numbers up and her ability to play better in swing states than her predecessor, Joe Biden. She also brings a different coalition than Biden, with younger voters and voters of color who may have previously shunned from the Biden campaign. Despite this, there are concerns that this could change the course of action for Harris.",kamala harris currently vetting three potential candidate upcoming presidential election including mark kelly josh shapiro tim walz governor minnesota seen key decision harris know role vice president something happens president campaign rollout kamala harris seen surge support poll number ability play better swing state predecessor joe biden also brings different coalition biden younger voter voter color may previously shunned biden campaign despite concern could change course action harris
"The Democratic candidate for the U.S. November presidential election, , has named a senator, Kamala Harris, as his running mate.

Ms Harris, 53, represents California in the Senate and is the first Black woman on a major party’s presidential ticket in the history of the U.S. 

She is a former prosecutor and state attorney general in California and is well-known for her aggressive questioning style in the Senate.

Mr Biden made the announcement in a tweet, on Tuesday, describing Ms Harris as a ‘fearless fighter.’

“I have the great honor to announce that I’ve picked — a fearless fighter for the little guy, and one of the country’s finest public servants — as my running mate.

“Back when Kamala was Attorney General, she worked closely with Beau. I watched as they took on the big banks, lifted up working people, and protected women and kids from abuse.

“I was proud then, and I’m proud now to have her as my partner in this campaign,” Mr Biden wrote. 

The Biden/Harris ticket will challenge President Donald Trump and Vice President Mike Pence in the November election.",democratic candidate u november presidential election named senator kamala harris running mate m harris 53 represents california senate first black woman major party’s presidential ticket history u former prosecutor state attorney general california wellknown aggressive questioning style senate mr biden made announcement tweet tuesday describing m harris ‘fearless fighter’ “i great honor announce i’ve picked — fearless fighter little guy one country’s finest public servant — running mate “back kamala attorney general worked closely beau watched took big bank lifted working people protected woman kid abuse “i proud i’m proud partner campaign” mr biden wrote bidenharris ticket challenge president donald trump vice president mike penny november election
"Her career has already broken many barriers. 

Now the California senator Kamala Harris has broken one more, after Joe Biden picked her as his running mate in November’s presidential race. 

Once rivals in the Democratic primaries, the pair are due to make their first joint appearance tonight in Mr Biden’s home state of Delaware.",career already broken many barrier california senator kamala harris broken one joe biden picked running mate november’s presidential race rival democratic primary pair due make first joint appearance tonight mr biden’s home state delaware
"

""I have the great honor to announce that I've picked Kamala Harris — a fearless fighter for the little guy, and one of the country's finest public servants — as my running mate,"" Biden said on Twitter. 

Biden's search was expansive, including Massachusetts Sen. Elizabeth Warren, a leading progressive; Florida Rep. Val Demings, whose impeachment prosecution of Trump won plaudits; California Rep. Karen Bass, who leads the Congressional Black Caucus; former Obama national security adviser Susan Rice; and Atlanta Mayor Keisha Lance Bottoms, whose passionate response to unrest in her city garnered national attention. 

A woman has never served as president or vice president in the United States. ""Kamala Harris' extreme positions, from raising taxes to abolishing private health insurance to comparing law enforcement officials to the KKK, show that the left-wing mob is controlling Biden's candidacy, just like they would control him as president.",great honor announce ive picked kamala harris — fearless fighter little guy one country finest public servant — running mate biden said twitter bidens search expansive including massachusetts sen elizabeth warren leading progressive florida rep val demings whose impeachment prosecution trump plaudit california rep karen bass lead congressional black caucus former obama national security adviser susan rice atlanta mayor keisha lance bottom whose passionate response unrest city garnered national attention woman never served president vice president united state kamala harris extreme position raising tax abolishing private health insurance comparing law enforcement official kkk show leftwing mob controlling bidens candidacy like would control president
"The Democratic ticket in November will be Joe Biden and Sen. Kamala Harris. 

Harris joins Biden in the 2020 race at a moment of unprecedented national crisis. In one memorable moment last year, Harris tripped up Attorney General William Barr when she repeatedly pressed him on whether Trump or other White House officials pressured him to investigate certain people. The comments attributed to Dodd and first reported by Politico drew condemnation, especially from influential Democratic women who said Harris was being held to a standard that wouldn’t apply to a man running for president.

Some Biden confidants said Harris’ campaign attack did irritate the former vice president, who had a friendly relationship with her.",democratic ticket november joe biden sen kamala harris harris join biden 2020 race moment unprecedented national crisis one memorable moment last year harris tripped attorney general william barr repeatedly pressed whether trump white house official pressured investigate certain people comment attributed dodd first reported politico drew condemnation especially influential democratic woman said harris held standard wouldn’t apply man running president biden confidant said harris’ campaign attack irritate former vice president friendly relationship
"(Bloomberg) — Presumptive Democratic Party presidential nominee Joe Biden chose Senator Kamala Harris as his running mate Tuesday, betting that her ties to the African-American community and self-branding as a “progressive prosecutor” will help propel him to the White House. 

Since 2016, Harris has used her position as U.S. senator from California to push for a rise in the minimum wage, bail reform, and greater legal protections for immigrants and refugees. a resolution opposing Trump’s use of the term “Wuhan virus” to describe the pathogen that causes Covid-19, and condemning “all manifestations or expressions of racism, xenophobia, discrimination, anti-Asian sentiment, scapegoating, and ethnic or religious intolerance” in the United States. 

Biden committed to choosing a woman even before he’d won the nomination, making a surprise announcement during the final debate of the primary in mid-March.",bloomberg — presumptive democratic party presidential nominee joe biden chose senator kamala harris running mate tuesday betting tie africanamerican community selfbranding “progressive prosecutor” help propel white house since 2016 harris used position u senator california push rise minimum wage bail reform greater legal protection immigrant refugee resolution opposing trump’s use term “wuhan virus” describe pathogen cause covid19 condemning “all manifestation expression racism xenophobia discrimination antiasian sentiment scapegoating ethnic religious intolerance” united state biden committed choosing woman even he’d nomination making surprise announcement final debate primary midmarch
"If elected, Harris would be the first woman to serve as vice president, as well as the first Black woman to be second in command and the highest-elected Asian American in history.",elected harris would first woman serve vice president well first black woman second command highestelected asian american history
"Kamala Harris' campaign team is reportedly vetting retired Admiral William McRaven, who oversaw the May 2011 Navy SEAL raid that killed Osama bin Laden, as a potential 2024 running mate for Vice President Kamala Harris. Other potential candidates include Arizona Senator Mark Kelly, Pennsylvania Governor Josh Shapiro, and Kentucky Governor Andy Beshear. McRaven was commander of the U.S. Joint Special Operations Command between 2008 and 2011, and served as head of the United States Special Ops Command from August 2011 to 2014. He also served as Chancellor of the University of Texas System for over three years. As of Thursday morning, bookmaker William Hill had Senator Kelly as the firm favorite to be the Democrat's 2024 vice-presidential candidate with odds of 42.1 percent and 28.6 percent.",kamala harris campaign team reportedly vetting retired admiral william mcraven oversaw may 2011 navy seal raid killed osama bin laden potential 2024 running mate vice president kamala harris potential candidate include arizona senator mark kelly pennsylvania governor josh shapiro kentucky governor andy beshear mcraven commander u joint special operation command 2008 2011 served head united state special ops command august 2011 2014 also served chancellor university texas system three year thursday morning bookmaker william hill senator kelly firm favorite democrat 2024 vicepresidential candidate odds 421 percent 286 percent
"

Presumptive Democratic presidential nominee Joe Biden has chosen California Sen. Kamala Harris as his running mate, ending months of speculation and potentially placing a foreign-policy novice second in line to the American presidency. 

Presumptive Democratic presidential nominee Joe Biden has chosen California Sen. Kamala Harris as his running mate, ending months of speculation and potentially placing a foreign-policy novice second in line to the American presidency. The ad, which accused her of “attacking Joe Biden for racist policies,” also noted that Biden referred to himself as a “transition candidate.”

“He is handing over the reins to Kamala while they jointly embrace the radical left,” the ad stated. 

While Harris doesn’t have the experience of Biden on foreign policy, she is “no foreign-policy lightweight,” said Rebecca Bill Chavez, a former Pentagon official who advised Harris on foreign policy during her primary campaign.",presumptive democratic presidential nominee joe biden chosen california sen kamala harris running mate ending month speculation potentially placing foreignpolicy novice second line american presidency presumptive democratic presidential nominee joe biden chosen california sen kamala harris running mate ending month speculation potentially placing foreignpolicy novice second line american presidency ad accused “attacking joe biden racist policies” also noted biden referred “transition candidate” “he handing rein kamala jointly embrace radical left” ad stated harris doesn’t experience biden foreign policy “no foreignpolicy lightweight” said rebecca bill chavez former pentagon official advised harris foreign policy primary campaign
"Vice President Kamala Harris' list of potential running mates has narrowed to include one U.S. senator and several prominent Democratic governors. The Wall Street Journal reported that potential vice presidential candidates had been asked to provide vetting materials to the Harris campaign. This comes after President Joe Biden ended the presidential race and endorsed Harris. The Harris campaign has reportedly sought vetting materials from Senator Mark Kelly of Arizona, Governor Roy Cooper of North Carolina, Governor Josh Shapiro of Pennsylvania, Governor Gretchen Whitmer of Michigan, Governor J.B. Pritzker of Illinois, and Governor Tim Walz of Minnesota. However, Governor Andy Beshear of Kentucky has reportedly not been asked for vetting materials.",vice president kamala harris list potential running mate narrowed include one u senator several prominent democratic governor wall street journal reported potential vice presidential candidate asked provide vetting material harris campaign come president joe biden ended presidential race endorsed harris harris campaign reportedly sought vetting material senator mark kelly arizona governor roy cooper north carolina governor josh shapiro pennsylvania governor gretchen whitmer michigan governor jb pritzker illinois governor tim walz minnesota however governor andy beshear kentucky reportedly asked vetting material
"Kamala Harris is currently vetting three potential candidates for the upcoming presidential election, including Mark Kelly, Josh SHAPIRO, and Tim Walz, the governor of Minnesota. These are seen as key decisions for Harris, as she knows her role as vice president is if something happens to the president. The campaign rollout of Kamala Harris has seen a surge in support for her, with her poll numbers up and her ability to play better in swing states than her predecessor, Joe Biden. She also brings a different coalition than Biden, with younger voters and voters of color who may have previously shunned from the Biden campaign. Despite this, there are concerns that this could change the course of action for Harris.",kamala harris currently vetting three potential candidate upcoming presidential election including mark kelly josh shapiro tim walz governor minnesota seen key decision harris know role vice president something happens president campaign rollout kamala harris seen surge support poll number ability play better swing state predecessor joe biden also brings different coalition biden younger voter voter color may previously shunned biden campaign despite concern could change course action harris
"The Democratic candidate for the U.S. November presidential election, , has named a senator, Kamala Harris, as his running mate.

Ms Harris, 53, represents California in the Senate and is the first Black woman on a major party’s presidential ticket in the history of the U.S. 

She is a former prosecutor and state attorney general in California and is well-known for her aggressive questioning style in the Senate.

Mr Biden made the announcement in a tweet, on Tuesday, describing Ms Harris as a ‘fearless fighter.’

“I have the great honor to announce that I’ve picked — a fearless fighter for the little guy, and one of the country’s finest public servants — as my running mate.

“Back when Kamala was Attorney General, she worked closely with Beau. I watched as they took on the big banks, lifted up working people, and protected women and kids from abuse.

“I was proud then, and I’m proud now to have her as my partner in this campaign,” Mr Biden wrote. 

The Biden/Harris ticket will challenge President Donald Trump and Vice President Mike Pence in the November election.",democratic candidate u november presidential election named senator kamala harris running mate m harris 53 represents california senate first black woman major party’s presidential ticket history u former prosecutor state attorney general california wellknown aggressive questioning style senate mr biden made announcement tweet tuesday describing m harris ‘fearless fighter’ “i great honor announce i’ve picked — fearless fighter little guy one country’s finest public servant — running mate “back kamala attorney general worked closely beau watched took big bank lifted working people protected woman kid abuse “i proud i’m proud partner campaign” mr biden wrote bidenharris ticket challenge president donald trump vice president mike penny november election
"Her career has already broken many barriers. 

Now the California senator Kamala Harris has broken one more, after Joe Biden picked her as his running mate in November’s presidential race. 

Once rivals in the Democratic primaries, the pair are due to make their first joint appearance tonight in Mr Biden’s home state of Delaware.",career already broken many barrier california senator kamala harris broken one joe biden picked running mate november’s presidential race rival democratic primary pair due make first joint appearance tonight mr biden’s home state delaware
"

""I have the great honor to announce that I've picked Kamala Harris — a fearless fighter for the little guy, and one of the country's finest public servants — as my running mate,"" Biden said on Twitter. 

Biden's search was expansive, including Massachusetts Sen. Elizabeth Warren, a leading progressive; Florida Rep. Val Demings, whose impeachment prosecution of Trump won plaudits; California Rep. Karen Bass, who leads the Congressional Black Caucus; former Obama national security adviser Susan Rice; and Atlanta Mayor Keisha Lance Bottoms, whose passionate response to unrest in her city garnered national attention. 

A woman has never served as president or vice president in the United States. ""Kamala Harris' extreme positions, from raising taxes to abolishing private health insurance to comparing law enforcement officials to the KKK, show that the left-wing mob is controlling Biden's candidacy, just like they would control him as president.",great honor announce ive picked kamala harris — fearless fighter little guy one country finest public servant — running mate biden said twitter bidens search expansive including massachusetts sen elizabeth warren leading progressive florida rep val demings whose impeachment prosecution trump plaudit california rep karen bass lead congressional black caucus former obama national security adviser susan rice atlanta mayor keisha lance bottom whose passionate response unrest city garnered national attention woman never served president vice president united state kamala harris extreme position raising tax abolishing private health insurance comparing law enforcement official kkk show leftwing mob controlling bidens candidacy like would control president
"The Democratic ticket in November will be Joe Biden and Sen. Kamala Harris. 

Harris joins Biden in the 2020 race at a moment of unprecedented national crisis. In one memorable moment last year, Harris tripped up Attorney General William Barr when she repeatedly pressed him on whether Trump or other White House officials pressured him to investigate certain people. The comments attributed to Dodd and first reported by Politico drew condemnation, especially from influential Democratic women who said Harris was being held to a standard that wouldn’t apply to a man running for president.

Some Biden confidants said Harris’ campaign attack did irritate the former vice president, who had a friendly relationship with her.",democratic ticket november joe biden sen kamala harris harris join biden 2020 race moment unprecedented national crisis one memorable moment last year harris tripped attorney general william barr repeatedly pressed whether trump white house official pressured investigate certain people comment attributed dodd first reported politico drew condemnation especially influential democratic woman said harris held standard wouldn’t apply man running president biden confidant said harris’ campaign attack irritate former vice president friendly relationship
"(Bloomberg) — Presumptive Democratic Party presidential nominee Joe Biden chose Senator Kamala Harris as his running mate Tuesday, betting that her ties to the African-American community and self-branding as a “progressive prosecutor” will help propel him to the White House. 

Since 2016, Harris has used her position as U.S. senator from California to push for a rise in the minimum wage, bail reform, and greater legal protections for immigrants and refugees. a resolution opposing Trump’s use of the term “Wuhan virus” to describe the pathogen that causes Covid-19, and condemning “all manifestations or expressions of racism, xenophobia, discrimination, anti-Asian sentiment, scapegoating, and ethnic or religious intolerance” in the United States. 

Biden committed to choosing a woman even before he’d won the nomination, making a surprise announcement during the final debate of the primary in mid-March.",bloomberg — presumptive democratic party presidential nominee joe biden chose senator kamala harris running mate tuesday betting tie africanamerican community selfbranding “progressive prosecutor” help propel white house since 2016 harris used position u senator california push rise minimum wage bail reform greater legal protection immigrant refugee resolution opposing trump’s use term “wuhan virus” describe pathogen cause covid19 condemning “all manifestation expression racism xenophobia discrimination antiasian sentiment scapegoating ethnic religious intolerance” united state biden committed choosing woman even he’d nomination making surprise announcement final debate primary midmarch
"If elected, Harris would be the first woman to serve as vice president, as well as the first Black woman to be second in command and the highest-elected Asian American in history.",elected harris would first woman serve vice president well first black woman second command highestelected asian american history
"Kamala Harris' campaign team is reportedly vetting retired Admiral William McRaven, who oversaw the May 2011 Navy SEAL raid that killed Osama bin Laden, as a potential 2024 running mate for Vice President Kamala Harris. Other potential candidates include Arizona Senator Mark Kelly, Pennsylvania Governor Josh Shapiro, and Kentucky Governor Andy Beshear. McRaven was commander of the U.S. Joint Special Operations Command between 2008 and 2011, and served as head of the United States Special Ops Command from August 2011 to 2014. He also served as Chancellor of the University of Texas System for over three years. As of Thursday morning, bookmaker William Hill had Senator Kelly as the firm favorite to be the Democrat's 2024 vice-presidential candidate with odds of 42.1 percent and 28.6 percent.",kamala harris campaign team reportedly vetting retired admiral william mcraven oversaw may 2011 navy seal raid killed osama bin laden potential 2024 running mate vice president kamala harris potential candidate include arizona senator mark kelly pennsylvania governor josh shapiro kentucky governor andy beshear mcraven commander u joint special operation command 2008 2011 served head united state special ops command august 2011 2014 also served chancellor university texas system three year thursday morning bookmaker william hill senator kelly firm favorite democrat 2024 vicepresidential candidate odds 421 percent 286 percent
"

Presumptive Democratic presidential nominee Joe Biden has chosen California Sen. Kamala Harris as his running mate, ending months of speculation and potentially placing a foreign-policy novice second in line to the American presidency. 

Presumptive Democratic presidential nominee Joe Biden has chosen California Sen. Kamala Harris as his running mate, ending months of speculation and potentially placing a foreign-policy novice second in line to the American presidency. The ad, which accused her of “attacking Joe Biden for racist policies,” also noted that Biden referred to himself as a “transition candidate.”

“He is handing over the reins to Kamala while they jointly embrace the radical left,” the ad stated. 

While Harris doesn’t have the experience of Biden on foreign policy, she is “no foreign-policy lightweight,” said Rebecca Bill Chavez, a former Pentagon official who advised Harris on foreign policy during her primary campaign.",presumptive democratic presidential nominee joe biden chosen california sen kamala harris running mate ending month speculation potentially placing foreignpolicy novice second line american presidency presumptive democratic presidential nominee joe biden chosen california sen kamala harris running mate ending month speculation potentially placing foreignpolicy novice second line american presidency ad accused “attacking joe biden racist policies” also noted biden referred “transition candidate” “he handing rein kamala jointly embrace radical left” ad stated harris doesn’t experience biden foreign policy “no foreignpolicy lightweight” said rebecca bill chavez former pentagon official advised harris foreign policy primary campaign
